,spent,clicks,channel
101,0.38260353860913254,0.7137974810389642,Google
102,0.7431526306379115,0.9062827457010494,Google
103,1.1830850267032698,0.986623226679098,Google
104,0.14078938016135234,0.39910865270102885,Google
105,0.6491506018575801,0.893349713874561,Google
106,1.143420123686913,0.9903631970324729,Google
107,1.0823100485111739,0.9749170237369139,Google
108,0.34314333190567897,0.7088695033121059,Google
109,0.045884974550330304,0.1371910346419923,Google
110,0.0381687914901912,0.0988410087328915,Google
111,0.5718063565323186,0.8508024531369551,Google
112,0.32489909569592007,0.6665326140787882,Google
113,0.3325374994095526,0.6783105836715446,Google
114,0.656831390475858,0.8855351891271812,Google
115,0.34629981231147644,0.6921189343845862,Google
116,0.3281715560065329,0.6643338853779053,Google
117,0.032234557898863314,0.10588249502231173,Google
118,1.2563669634938592,0.9725948251378655,Google
119,0.27885939884207656,0.6075517136272599,Google
120,1.4888151182640976,0.9969013926498058,Google
121,0.49904277804019365,0.8128084940186135,Google
122,1.0822266113749026,0.9690982033626928,Google
123,0.6331604999421228,0.8610530047671762,Google
124,1.2450535399114906,0.9814118397069992,Google
125,0.8813709092153392,0.9425873979285857,Google
126,1.3237185012477866,0.9956403293516086,Google
127,0.8835033869738276,0.9406452689135969,Google
128,0.05178874522701238,0.16226539796019657,Google
129,0.6214709989511614,0.8969759892952489,Google
130,0.2595111023685764,0.5713293106959079,Google
131,1.011728745753491,0.963227954994227,Google
132,0.5620545307524605,0.841013631869901,Google
133,1.1676639225002186,0.9855870029749663,Google
134,0.7814076264197178,0.9207396766996557,Google
135,0.044362445950360596,0.14721758789939687,Google
136,0.06523093553479115,0.19065883883677384,Google
137,0.8897755955700863,0.9240857290464047,Google
138,0.5903995295668709,0.8713247346927342,Google
139,1.4731149563078014,1.00368321559267,Google
140,1.1557847097462008,0.9611210332281697,Google
141,0.34826419209452186,0.6890901167946846,Google
142,0.7706574947814555,0.9397650830611014,Google
143,0.6886975978660026,0.8999597069594276,Google
144,0.40391921616213183,0.7227723488360297,Google
145,0.008563694175589387,0.02124250078546608,Google
146,1.1754828489230849,0.9905568181477706,Google
147,1.1107551177497945,0.9582624568200432,Google
148,1.2137098513087192,0.9711128713552589,Google
149,0.6391360195322253,0.88466831303752,Google
